student_id,cluster_name,predicted_risk_level,predicted_success_proba,mean_weekly_engagement,attendance_rate,gpa_sem1,country_home,subject_field
S101493,Strong Achievers,Medium Risk,0.5269089816262547,-0.5168386149245113,-0.45830962758488936,0.27910739947433666,India,Business
S100425,Strong Achievers,Medium Risk,0.6051472702554003,-0.0923446975853348,-0.07061098838230474,0.6306093655958305,Kenya,Social Sciences
S100867,Strong Achievers,Low Risk,0.8434806393999184,0.4361918465526596,0.5330210701229847,0.4247296425818124,Nigeria,Social Sciences
S100427,Strong Achievers,Medium Risk,0.665735624070515,0.16151931180378082,0.23365882972605226,0.11339932973134649,Italy,Humanities
S100111,Strong Achievers,Low Risk,0.8144024563227975,0.11574055601230096,0.21402851888035176,0.3393648793808781,India,Business
S100342,Strong Achievers,Low Risk,0.6808684292286622,0.26556193860259825,0.27782702912887836,0.5050729491238682,India,Computer Science
S100135,Strong Achievers,Low Risk,0.7350850613519516,-0.1214766330890038,-0.10005645465085547,0.20880700625003754,Pakistan,Humanities
S101353,Strong Achievers,Low Risk,0.7824323157447215,0.19481295237940208,0.2827346068403035,0.4448154692173264,Nigeria,Humanities
S101236,Strong Achievers,Low Risk,0.9089800215669035,0.29885557917822,0.34653311708883006,0.5703518856892886,Pakistan,Engineering
S100331,Strong Achievers,Medium Risk,0.6129929096071518,-0.02991912150604407,0.04226329898047306,0.06318476314256134,Sri Lanka,Medicine
S100408,Strong Achievers,Low Risk,0.7594634062600052,-0.02991912150604407,-0.0166276335566284,0.4849871224883543,Latvia,Information Systems
S100869,Strong Achievers,Medium Risk,0.41629430580769544,-0.6541748822989509,-0.6840582023104443,0.24395720286218708,South Korea,Medicine
S101237,Strong Achievers,High Risk,0.23583470655043015,-0.7207621634501944,-0.7380415571361207,-0.08243747996491485,Pakistan,Information Systems
S100583,Strong Achievers,High Risk,0.3043401085605521,-0.22135755481586875,-0.34543534022211153,0.04812039316592575,India,Medicine
S101164,Strong Achievers,Medium Risk,0.4178228803369576,-0.3961491678378828,-0.3356201847992613,-0.2381026363901478,Ghana,Social Sciences
S101189,Strong Achievers,Medium Risk,0.5726708058987021,-0.2879448359671122,-0.3110822962421357,0.06318476314256134,India,Information Systems
S101270,Strong Achievers,Low Risk,0.7404738385545535,-0.21303414467196355,-0.16385496489938203,0.07322767646031855,China,Business
S100916,Strong Achievers,Medium Risk,0.4403551349946242,-0.8372899054648701,-0.9048991993245749,0.1636138963201312,Bangladesh,Information Systems
S101013,Strong Achievers,Medium Risk,0.5341359324785432,-0.6708217025867618,-0.6595203137533188,0.9971757016939604,Ghana,Computer Science
S100247,Strong Achievers,Low Risk,0.777704054304443,0.16151931180378082,0.0962466538061494,0.2389357462033087,Vietnam,Information Systems
S100212,Strong Achievers,Low Risk,0.6836888297534364,-0.5751024859318493,-0.5809990703705168,0.841510545268727,India,Business
S100506,Strong Achievers,Medium Risk,0.447334461551819,-0.47938326927693686,-0.41414142818206323,0.7511243254089144,China,Humanities
S100073,Strong Achievers,Low Risk,0.8548774417361941,0.30301728425017266,0.3907013164916561,-0.14269495987145675,Kenya,Humanities
S100069,Strong Achievers,Medium Risk,0.6677923222484107,0.1490341965879227,0.18949063032322616,0.2288928328855515,Italy,Medicine
S101091,Strong Achievers,Medium Risk,0.3485876587100531,-0.1173149280170511,-0.17367012032223228,-0.5845831458527637,USA,Medicine
S101487,Strong Achievers,Low Risk,0.875816343795703,0.5152642429197611,0.5330210701229847,0.43979401255844797,Germany,Humanities
S101368,Strong Achievers,Medium Risk,0.5907783171016517,-0.47522156420498435,-0.4484944721620391,0.28412885613321504,Sri Lanka,Information Systems
S100030,Strong Achievers,Low Risk,0.779043990851555,-0.009110596146280497,0.03735572126904794,0.07824913311919693,Vietnam,Computer Science
S101316,Strong Achievers,Medium Risk,0.6021546027575647,-0.2837831308951595,-0.3159898739535608,0.2640430294977011,Germany,Business
S100609,Strong Achievers,High Risk,0.22490578443545453,-0.4960300895647477,-0.5368308709676908,0.05314184982480458,India,Business
S101377,Strong Achievers,High Risk,0.14796014794382287,-0.4336045134854572,-0.43867931673918886,-0.7452697589368751,China,Medicine
S100203,Strong Achievers,Low Risk,0.7045122845241159,-0.08818299251338209,0.0030026772890720875,-0.1728236998247275,Latvia,Information Systems
S101285,Strong Achievers,Medium Risk,0.6690690831407242,-0.7166004583782416,-0.7871173342503719,0.8967465685163906,South Korea,Information Systems
S100816,Strong Achievers,Medium Risk,0.6355354909646289,-0.3753406424781192,-0.35034291793353667,0.2941717694509718,India,Business
S100974,Strong Achievers,Low Risk,0.8559049181712826,0.015859634285435794,0.03735572126904794,0.746102868750036,India,Information Systems
S100185,Strong Achievers,Medium Risk,0.36261131528969953,-0.9538176474795461,-0.9932355981302268,0.6908668455023724,Nigeria,Information Systems
S100530,Strong Achievers,Medium Risk,0.43404802716079155,-0.07569787729752395,-0.10005645465085547,-0.4741110993574366,Italy,Engineering
S100963,Strong Achievers,High Risk,0.23860614833231428,-0.47522156420498435,-0.404326272759213,0.04812039316592575,Sri Lanka,Engineering
S100881,Strong Achievers,Low Risk,0.6947749615697486,-0.38782575769397737,-0.36997322877923716,0.7611672387266716,Kenya,Medicine
S101210,Strong Achievers,Low Risk,0.9427447810278837,0.906464519683316,0.9599803310169697,0.15859243966125283,Brazil,Engineering
S101096,Strong Achievers,Medium Risk,0.512920080537297,-0.009110596146280497,-0.03135036669090376,-0.02218000005837293,Ghana,Medicine
S100324,Strong Achievers,High Risk,0.3249840771060891,-0.4502513337732681,-0.41904900589348837,0.40966527260517727,India,Social Sciences
S101172,Strong Achievers,Medium Risk,0.34865523227431205,-0.9912729931271206,-1.0913871523587293,0.25400011617994384,Ghana,Social Sciences
S101200,Strong Achievers,Medium Risk,0.5043809237914161,-0.2879448359671122,-0.28163682997358497,0.03305602318929061,India,Business
S100371,Strong Achievers,Medium Risk,0.4250750054496935,-0.5834258960757548,-0.5515536041019661,0.324300509404243,India,Computer Science
S100316,Strong Achievers,Low Risk,0.7259042350260432,0.29885557917822,0.33671796166597984,0.20880700625003754,Vietnam,Humanities
S100303,Strong Achievers,Medium Risk,0.44484179168597293,-0.4960300895647477,-0.4975702492762903,0.4498369258762052,Sri Lanka,Humanities
S101007,Strong Achievers,Low Risk,0.7876630532326617,0.14071078644401724,0.22875125201462715,0.726017042114522,Germany,Engineering
S100780,Strong Achievers,Medium Risk,0.40572802929004725,-0.05072764686580765,-0.02153521126805352,-0.3284888562499609,Spain,Humanities
S100555,Strong Achievers,Medium Risk,0.5693162448799961,-0.6583365873709036,-0.6889657800218695,0.9519825917640541,Pakistan,Business
S100261,Strong Achievers,Medium Risk,0.5006745997785055,-0.521000319996464,-0.5760914926590918,0.26906448615657946,Pakistan,Business
S100240,Strong Achievers,High Risk,0.22710164496432192,-0.5875876011477075,-0.5908142257933671,-0.1577593298480919,India,Humanities
S100669,Strong Achievers,Low Risk,0.7310876051694498,-0.13812345337681467,-0.09514887693943035,0.39460090262854164,Latvia,Information Systems
S100071,Strong Achievers,Medium Risk,0.6447837699603991,-0.4960300895647477,-0.48284751614201493,0.5050729491238682,Kenya,Information Systems
S100259,Strong Achievers,Medium Risk,0.5670140935808723,-0.3753406424781192,-0.39451111733636274,0.5100944057827471,Sri Lanka,Engineering
S100298,Strong Achievers,Medium Risk,0.511676818174974,-0.2837831308951595,-0.2865444076850101,0.007948739894898253,Pakistan,Information Systems
S101205,Strong Achievers,Low Risk,0.7572446581931706,-0.03408082657799679,0.022632988134772575,0.33434342272199974,India,Engineering
S100439,Strong Achievers,Medium Risk,0.6016163038638808,-0.004948891074327781,-0.060795832959454496,0.34438633603975694,Bangladesh,Medicine
S101498,Strong Achievers,Low Risk,0.9263668890621604,0.5776898189990519,0.7342317562914141,0.3745150759930277,Italy,Engineering
S100838,Strong Achievers,Medium Risk,0.4316027994536552,-0.4003108729098355,-0.43867931673918886,0.2138284629089159,Nigeria,Social Sciences
S100777,Strong Achievers,Low Risk,0.9471901664427992,0.6567622153661534,0.7440469117142644,0.8565749152453626,China,Information Systems
S100141,Strong Achievers,Low Risk,0.8667333096728926,-0.017434006290185926,0.027540565846197695,0.6808239321846157,China,Information Systems
S101085,Strong Achievers,High Risk,0.28225742993280944,-1.0162432235588366,-1.0668492638016036,0.20378554959115916,Nigeria,Humanities
S100757,Strong Achievers,Medium Risk,0.3303845929096011,-0.6125578315794238,-0.6251672697733429,0.5703518856892886,Ghana,Social Sciences
S100544,Strong Achievers,Low Risk,0.8556654251057126,0.5194259479917138,0.5722816918143856,-0.4490038160630443,France,Social Sciences
S101319,Strong Achievers,Low Risk,0.8899118072438555,0.5111025378478085,0.5330210701229847,0.324300509404243,Vietnam,Engineering
S100482,Strong Achievers,High Risk,0.25811018763741567,-0.7374089837380052,-0.7723946011160966,-0.06737310998827925,India,Engineering
S101137,Strong Achievers,Low Risk,0.8599388006160217,0.29469387410626724,0.3514406948002552,0.4498369258762052,Latvia,Social Sciences
S101389,Strong Achievers,Low Risk,0.7640880715457339,-0.20887243960001084,-0.13931707634225643,0.746102868750036,USA,Humanities
S100979,Strong Achievers,Low Risk,0.848404959140673,0.29469387410626724,0.36616342793453055,-0.09248039328267162,India,Humanities
S100170,Strong Achievers,Low Risk,0.9504121120831293,0.9231113399711268,0.9845182195740954,0.3594507060163921,Nigeria,Humanities
S100755,Strong Achievers,High Risk,0.20774051625671547,-0.7124387533062889,-0.7331339794246956,0.06820621980143972,Vietnam,Humanities
S101272,Strong Achievers,Medium Risk,0.40116685709148925,-0.22135755481586875,-0.23256105285933376,0.19876409293228076,Latvia,Social Sciences
S100300,Strong Achievers,Low Risk,0.80989792163239,0.26556193860259825,0.30727249539742907,0.17365680963788796,Latvia,Engineering
S100398,Strong Achievers,Low Risk,0.8066688006079797,0.1531959016598754,0.21402851888035176,0.27910739947433666,Vietnam,Engineering
S100842,Strong Achievers,Medium Risk,0.40078355836855367,-0.941332532263688,-0.9736052872845263,0.43979401255844797,Vietnam,Computer Science
S100628,Strong Achievers,Medium Risk,0.555477606131216,-0.6208812417233291,-0.6153521143504926,0.7561457820677927,Germany,Information Systems
S100538,Strong Achievers,Low Risk,0.8659899837549999,0.5610429987112411,0.5771892695258107,-0.0422658266938869,India,Medicine
